Country,Countrycode2,Countrycode3,Year,POP,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Region,Currency,Reference_period,Welfaredefn,Currency_Unit,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,isEu,isOECD,exchrate_penn
Jamaica,JM,JAM,2014,2862087,Upper middle income,,,,National statistical authority,,,,,,,,,,,,,,,,,,New 2018,High,Americas,,Year,Consumption,,Household,Person,Equivalized,All,All,All,,,0.009014326
United States,US,USA,2014,317718779,High income,,,,Research study,,,,,,,,,,,,,,,,,,New 2018,High,Americas,,,Consumption,,Household,Person,Equivalized,All,All,All,,,1
Mexico,MX,MEX,2014,120355144,Upper middle income,3555.32,2356.57,,World Bank,2.04,3.34,4.25,5.14,6.09,7.29,8.75,10.86,15,37.24,5.38,9.39,13.39,19.61,52.24,,,New 2019,Average,Americas,US$2011PPP,Year,Consumption,,Household,Person,Per capita,All,All,All,,true,
Canada,CA,CAN,2014,35604728,High income,53700,45000,,National statistical authority,0.4,2.5,4.3,6,7.6,9.2,11.1,13.4,16.7,28.8,2.9,10.3,16.8,24.5,45.5,,,New 2018,High,Americas,Canadian dollar 2016,Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,0.904073348
Canada,CA,CAN,2014,35604728,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,1.106104944
Mexico,MX,MEX,2014,124221600,Upper middle income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,13.29245
United States,US,USA,2014,317718779,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,,1
Bolivia,BO,BOL,2015,10869732,Lower middle income,,,45.4,United Nations,1.1,2.8,4,5.2,6.5,8,10,12.7,17,32.8,3.9,9.2,14.5,22.7,49.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2015,204471760,Upper middle income,,,51.1,United Nations,1.3,2.5,3.6,4.3,5.7,7,8,11.5,15.5,40.6,3.8,7.9,12.7,19.5,56.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Chile,CL,CHL,2015,17969356,High income,3048424,1933352,48.5,Luxembourg Income Study,1.68,3.04,3.92,4.81,5.8,6.98,8.49,10.81,15.27,39.2,4.72,8.74,12.78,19.3,54.47,0.58,27.35,New 2019,High,Americas,Chilean peso,Year,Income (net),,Household,Person,Per capita,All,All,All,,true,
Chile,CL,CHL,2015,17969356,High income,,,45.3,United Nations,2.1,3.4,4.3,5.2,6.1,7.3,8.8,11,15.2,36.7,5.5,9.5,13.4,19.8,51.9,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,true,
Colombia,CO,COL,2015,47520668,Upper middle income,,,52.4,United Nations,1.1,2.3,3.3,4.3,5.4,6.8,8.6,11.3,15.9,40.9,3.4,7.6,12.2,19.9,56.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2015,4847805,Upper middle income,,,49.6,United Nations,1.2,2.6,3.6,4.6,5.6,7,8.9,11.8,17.3,37.4,3.8,8.2,12.6,20.7,54.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2015,10281675,Upper middle income,,,45.7,United Nations,1.8,3,4,5.1,6.1,7.5,9.2,11.7,16.1,35.4,4.8,9.1,13.6,20.9,51.5,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2015,16212022,Upper middle income,,,46.2,United Nations,1.7,3.1,4.1,5,6,7.4,9.1,11.5,16,35.9,4.8,9.1,13.4,20.6,51.9,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2015,6325121,Lower middle income,,,42.6,United Nations,2.1,3.5,4.5,5.5,6.6,7.9,9.5,11.7,15.5,33.3,5.6,10,14.5,21.2,48.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2015,9112904,Lower middle income,,,46.9,United Nations,1.8,2.9,3.8,4.8,6,7.3,9,11.7,16.3,36.3,4.7,8.6,13.3,20.7,52.6,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2015,3968490,High income,,,51.6,United Nations,1,2.1,3.3,4.4,5.6,7.1,9,11.6,16.5,39.3,3.1,7.7,12.7,20.6,55.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2015,6688746,Upper middle income,,,49.4,United Nations,1.4,2.5,3.6,4.7,5.9,7.2,9.1,11.8,16.1,37.9,3.9,8.3,13.1,20.9,54,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2015,30470738,Upper middle income,,,44.9,United Nations,1.5,2.9,4.1,5.3,6.5,7.9,9.6,12.1,16.2,33.8,4.4,9.4,14.4,21.7,50,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2015,3412013,High income,,,39.2,United Nations,2.4,3.7,4.7,5.8,7,8.4,10.1,12.2,16.2,29.5,6.1,10.5,15.4,22.3,45.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2015,3412013,High income,,,39.4,United Nations,2.3,3.6,4.6,5.9,7,8.4,10,12.4,16.1,29.6,5.9,10.5,15.4,22.4,45.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Canada,CA,CAN,2015,35949709,High income,50800,45300,31.4,National statistical authority,2.6,4.6,5.9,7.1,8.3,9.5,10.8,12.5,15.1,23.5,7.2,13,17.8,23.3,38.6,,,New 2018,High,Americas,Canadian dollar 2016,Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,0.781800989
Canada,CA,CAN,2015,35949709,High income,47713,42253,31.8,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,1.279097896
Chile,CL,CHL,2015,17969356,High income,5592878,3733854,46.2,Luxembourg Income Study,1.79,3.22,4.16,5.12,6.14,7.32,8.86,11.14,15.36,36.89,5.01,9.28,13.46,20,52.25,0.61,25.4,New 2019,High,Americas,Chilean peso,Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,
Chile,CL,CHL,2015,17969356,High income,,,45.4,OECD,1.89,,,,,,,,,36.01,5.14,,,,51.57,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,true,
Costa Rica,CR,CRI,2015,4807852,Upper middle income,5162885,3387500,47.9,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,,534.56577
United States,US,USA,2015,319929162,High income,40091,32075,39,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,,1
Argentina,AR,ARG,2015,43075416,Upper middle income,,,39.2,SEDLAC,1.93,3.31,4.43,5.58,6.91,8.52,10.53,13.02,16.85,28.92,5.24,10.01,15.43,23.55,45.78,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2015,10724705,Lower middle income,16620,,,SEDLAC,1.1,2.8,3.9,5.1,6.3,7.8,9.6,12.2,16.4,34.8,3.9,9,14.1,21.8,51.2,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.1447178
Brazil,BR,BRA,2015,205962108,Upper middle income,13812,,,SEDLAC,1.2,2.4,3.4,4.5,5.6,7,8.6,11.1,15.8,40.3,3.6,7.9,12.6,19.7,56.1,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.300579724
Chile,CL,CHL,2015,17969356,High income,,,,SEDLAC,1.77,3.07,4,4.9,5.9,7.11,8.7,11.01,15.56,37.98,4.84,8.9,13.01,19.71,53.54,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,
Colombia,CO,COL,2015,48228697,Upper middle income,,,,SEDLAC,1.3,2.5,3.5,4.4,5.5,6.9,8.7,11.3,15.8,40,3.8,7.9,12.4,20,55.8,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.000364713
Costa Rica,CR,CRI,2015,4807852,Upper middle income,3252312,,,SEDLAC,1.5,2.8,3.8,4.7,5.8,7.1,8.9,11.7,17.1,36.8,4.3,8.5,12.9,20.6,53.9,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.001870677
Dominican Republic,DO,DOM,2015,10528394,Upper middle income,120588,,,SEDLAC,1.9,3.2,4.2,5.2,6.3,7.6,9.3,11.7,16.1,34.5,5.1,9.4,13.9,21,50.6,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.022196722
Ecuador,EC,ECU,2015,16144368,Upper middle income,2808,,,SEDLAC,1.6,3,4,5.1,6.2,7.6,9.4,11.9,16.3,34.9,4.6,9.1,13.8,21.3,51.2,,,New 2018,High,Americas,United States dollar,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
El Salvador,SV,SLV,2015,6312478,Lower middle income,2064,,,SEDLAC,2.4,3.7,4.7,5.7,6.8,8,9.6,11.8,15.3,31.8,6.1,10.4,14.8,21.4,47.1,,,New 2018,High,Americas,United States dollar,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
Honduras,HN,HND,2015,8960829,Lower middle income,33816,,,SEDLAC,1.3,2.4,3.4,4.5,5.8,7.3,9.3,12.1,17,37,3.7,7.9,13.1,21.4,54,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.045568103
Panama,PA,PAN,2015,3969249,High income,,,,SEDLAC,1.1,2.3,3.5,4.5,5.7,7.1,8.9,11.5,16.3,39,3.4,8,12.8,20.4,55.3,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
Paraguay,PY,PRY,2015,6639119,Upper middle income,16999380,,,SEDLAC,1.4,2.7,3.8,4.9,6,7.3,9.2,11.7,16.2,36.8,4.1,8.7,13.3,20.9,53,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.000192126
Peru,PE,PER,2015,31376671,Upper middle income,9180,,,SEDLAC,1.6,3.1,4.3,5.5,6.7,8.1,9.7,12.1,16.1,32.6,4.7,9.8,14.8,21.8,48.7,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2015,3431552,High income,201180,,,SEDLAC,2.1,3.5,4.6,5.8,7,8.4,10.1,12.4,16.2,29.9,5.6,10.4,15.4,22.5,46.1,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.036593354
Argentina,AR,ARG,2015,43075416,Upper middle income,,,,SEDLAC,2.22,3.73,4.87,6.05,7.32,8.84,10.62,12.9,16.43,27.02,5.95,10.92,16.16,23.52,43.45,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,Urban,All,All,,,
Bolivia,BO,BOL,2015,10724705,Lower middle income,,,,SEDLAC,1.2,3,4.2,5.4,6.7,8.2,9.9,12.2,16.1,33,4.2,9.6,14.9,22.1,49.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.1447178
Brazil,BR,BRA,2015,205962108,Upper middle income,,,,SEDLAC,1.4,2.7,3.7,4.7,5.9,7.1,8.6,11,15.6,39.2,4.1,8.4,13,19.6,54.8,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.300579724
Chile,CL,CHL,2015,17969356,High income,,,,SEDLAC,1.9,3.29,4.24,5.15,6.1,7.27,8.79,10.98,15.3,36.97,5.19,9.39,13.38,19.77,52.27,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,true,
Colombia,CO,COL,2015,48228697,Upper middle income,,,,SEDLAC,1.5,2.8,3.8,4.8,5.9,7.2,8.9,11.3,15.6,38.2,4.3,8.6,13.1,20.2,53.8,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.000364713
Costa Rica,CR,CRI,2015,4807852,Upper middle income,,,,SEDLAC,1.7,3,4,4.9,6,7.2,9,11.7,17,35.5,4.7,8.9,13.2,20.7,52.5,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.001870677
Dominican Republic,DO,DOM,2015,10528394,Upper middle income,,,,SEDLAC,2.1,3.5,4.4,5.4,6.5,7.8,9.4,11.6,15.9,33.3,5.6,9.8,14.3,21,49.2,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.022196722
Ecuador,EC,ECU,2015,16144368,Upper middle income,,,,SEDLAC,1.8,3.3,4.4,5.4,6.5,7.9,9.6,11.9,16.1,33.1,5.1,9.8,14.4,21.5,49.2,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
El Salvador,SV,SLV,2015,6312478,Lower middle income,,,,SEDLAC,2.6,4,5,6,7.1,8.3,9.8,11.8,15.1,30.3,6.6,11,15.4,21.6,45.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
Honduras,HN,HND,2015,8960829,Lower middle income,,,,SEDLAC,1.4,2.6,3.6,4.8,6.1,7.7,9.5,12.2,16.8,35.4,4,8.4,13.8,21.7,52.2,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.045568103
Panama,PA,PAN,2015,3969249,High income,,,,SEDLAC,1.3,2.6,3.7,4.8,6,7.4,9.1,11.5,16,37.6,3.9,8.5,13.4,20.6,53.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
Paraguay,PY,PRY,2015,6639119,Upper middle income,,,,SEDLAC,1.6,2.9,4,5.2,6.2,7.5,9.3,11.8,15.8,35.7,4.5,9.2,13.7,21.1,51.5,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.000192126
Peru,PE,PER,2015,31376671,Upper middle income,,,,SEDLAC,1.8,3.3,4.6,5.8,7,8.4,9.9,12.1,15.8,31.2,5.1,10.4,15.4,22,47,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,
Uruguay,UY,URY,2015,3431552,High income,,,,SEDLAC,2.5,3.9,5,6,7.2,8.5,10.1,12.3,15.9,28.7,6.4,11,15.7,22.4,44.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.036593354
Bolivia,BO,BOL,2015,10869732,Lower middle income,5014,3537.03,,World Bank,1.12,2.76,3.93,5.09,6.34,7.81,9.63,12.16,16.36,34.79,3.88,9.02,14.15,21.79,51.15,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2015,204471760,Upper middle income,7026.21,4398.28,,World Bank,1.2,2.42,3.43,4.45,5.62,7.04,8.65,11.06,15.77,40.35,3.62,7.88,12.66,19.71,56.12,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Chile,CL,CHL,2015,17969356,High income,7894.23,5096.17,,World Bank,1.7,3.05,3.99,4.9,5.9,7.12,8.71,11.03,15.58,38.04,4.75,8.89,13.01,19.74,53.62,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,
Colombia,CO,COL,2015,47520668,Upper middle income,5277.19,3263.2,,World Bank,1.28,2.51,3.44,4.43,5.55,6.92,8.7,11.28,15.85,40.03,3.8,7.88,12.47,19.98,55.88,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2015,4847805,Upper middle income,8367.14,5296.33,,World Bank,1.48,2.77,3.75,4.69,5.75,7.08,8.89,11.7,17.07,36.8,4.25,8.44,12.84,20.59,53.87,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2015,10281675,Upper middle income,5285.09,3615.99,,World Bank,1.87,3.14,4.11,5.14,6.23,7.52,9.28,11.66,16.2,34.85,5.01,9.25,13.75,20.94,51.05,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2015,16212022,Upper middle income,5025.74,3441.04,,World Bank,1.57,3,4.03,5.06,6.18,7.61,9.36,11.92,16.36,34.9,4.56,9.09,13.79,21.28,51.26,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2015,6325121,Lower middle income,3704.85,2735.83,,World Bank,2.38,3.73,4.72,5.73,6.8,8.04,9.62,11.8,15.35,31.83,6.11,10.46,14.85,21.42,47.18,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2015,9112904,Lower middle income,2799.9,1833.89,,World Bank,1.27,2.36,3.37,4.48,5.81,7.34,9.27,12.08,17.01,37.01,3.63,7.84,13.16,21.35,54.02,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2015,3968490,High income,8578.07,5473.08,,World Bank,1.13,2.31,3.45,4.52,5.69,7.15,8.92,11.53,16.28,39.02,3.44,7.97,12.84,20.45,55.3,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2015,6688746,Upper middle income,6136.75,4063.92,,World Bank,1.57,2.77,3.85,4.88,6.02,7.34,9.17,11.68,15.99,36.73,4.34,8.73,13.36,20.85,52.72,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2015,30470738,Upper middle income,4723.68,3487.49,,World Bank,1.63,3.09,4.35,5.53,6.75,8.09,9.74,12.11,16.09,32.61,4.73,9.88,14.84,21.85,48.7,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2015,3412013,High income,9719.59,7443.56,,World Bank,2.13,3.48,4.6,5.77,7,8.41,10.1,12.39,16.21,29.91,5.61,10.36,15.41,22.49,46.12,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2015,35949709,High income,60700,51700,,National statistical authority,2.3,3.9,5.3,6.6,7.9,9.2,10.7,12.6,15.5,26.2,6.2,11.9,17.1,23.3,41.7,,,New 2018,High,Americas,Canadian dollar 2016,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,0.781800989
Canada,CA,CAN,2015,35949709,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,1.279097896
Chile,CL,CHL,2015,17762681,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,654.1240843
United States,US,USA,2015,320878304,High income,,,,National statistical authority,,,,,,,,,,,3.44,9.02,14.83,22.86,49.84,,21.8,New 2019,High,Americas,,,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2015,319929162,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,1
United States,US,USA,2015,320878304,High income,42005.7,59901,,National statistical authority,,,,,,,,,,,3.1,8.2,14.3,23.2,51.1,,22.1,New 2019,High,Americas,United States dollar 2018,Year,Income (gross),,Household,Household,No adjustment,All,All,All,,,
Jamaica,JM,JAM,2015,2871934,Upper middle income,296902,,,National statistical authority,2.61,3.89,4.97,6.15,7.23,8.54,9.89,11.87,15.51,29.32,6.5,11.12,15.77,21.77,44.84,,,New 2018,High,Americas,Jamaican dollar,Year,Consumption,,Household,Person,Per capita,All,All,All,,,0.008554496
Jamaica,JM,JAM,2015,2871934,Upper middle income,,,,National statistical authority,,,,,,,,,,,,,,,,,,New 2018,High,Americas,,Year,Consumption,,Household,Person,Equivalized,All,All,All,,,0.008554496
United States,US,USA,2015,319929162,High income,,,,Research study,,,,,,,,,,,,,,,,,,New 2018,High,Americas,,,Consumption,,Household,Person,Equivalized,All,All,All,,,1
Canada,CA,CAN,2015,35949709,High income,53500,44900,,National statistical authority,0.3,2.2,4.1,5.9,7.5,9.3,11.1,13.5,16.9,29.1,2.5,10,16.8,24.6,46,,,New 2018,High,Americas,Canadian dollar 2016,Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,0.781800989
Canada,CA,CAN,2015,35949709,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,1.279097896
Chile,CL,CHL,2015,17762681,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,true,654.1240843
United States,US,USA,2015,319929162,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Earnings,,Household,Person,Equivalized,All,All,All,,,1
Argentina,AR,ARG,2016,43508460,Upper middle income,,,39.3,United Nations,2.3,3.9,4.9,5.9,6.9,8.1,9.6,12.1,16,30.2,6.2,10.8,15,21.7,46.2,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2016,11031822,Lower middle income,,,46.6,United Nations,0.8,2.5,3.9,5.1,6.5,8,9.9,12.8,17.2,33.3,3.3,9,14.5,22.7,50.5,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2016,206163056,Upper middle income,,,53.2,United Nations,1.1,2.3,3.3,4.2,5.3,6.3,8.7,10.7,15.9,42.2,3.4,7.5,11.6,19.4,58.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Colombia,CO,COL,2016,48175048,Upper middle income,,,52.1,United Nations,1.1,2.4,3.4,4.4,5.5,6.9,8.6,11.2,15.7,40.8,3.5,7.8,12.4,19.8,56.5,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2016,4899336,Upper middle income,,,50,United Nations,1.3,2.6,3.5,4.5,5.6,7,8.9,11.8,16.9,38,3.9,8,12.6,20.7,54.9,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2016,10397738,Upper middle income,,,42.9,United Nations,2,3.4,4.4,5.4,6.5,7.8,9.5,11.9,16.1,33,5.4,9.8,14.3,21.4,49.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2016,16491115,Upper middle income,,,45,United Nations,1.7,3.3,4.3,5.2,6.3,7.6,9.3,11.6,15.9,34.9,5,9.5,13.9,20.9,50.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2016,6356137,Lower middle income,,,42,United Nations,2,3.4,4.5,5.5,6.8,8.1,9.7,12.1,16,32,5.4,10,14.9,21.8,48,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2016,9270794,Lower middle income,,,48,United Nations,1.5,2.7,3.7,4.8,6,7.3,9.1,11.8,16.6,36.5,4.2,8.5,13.3,20.9,53.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Mexico,MX,MEX,2016,123333384,Upper middle income,,,50.4,United Nations,1.6,2.8,3.7,4.6,5.6,6.8,8.4,10.8,15.1,40.6,4.4,8.3,12.4,19.2,55.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,true,
Panama,PA,PAN,2016,4037073,High income,,,51.3,United Nations,0.9,2.1,3.3,4.4,5.6,7.2,9.1,12,17.2,38.2,3,7.7,12.8,21.1,55.4,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2016,6777878,Upper middle income,14365428,9042570,51,Luxembourg Income Study,1.22,2.43,3.45,4.46,5.62,7.05,8.86,11.5,16.03,39.39,3.65,7.9,12.68,20.36,55.41,0.44,27.72,New 2019,High,Americas,Paraguayan guarani,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2016,6777878,Upper middle income,,,49.7,United Nations,1.4,2.6,3.6,4.6,5.7,7.1,8.9,11.6,15.9,38.6,4,8.2,12.8,20.5,54.5,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2016,30926036,Upper middle income,,,45.2,United Nations,1.5,2.8,4,5.2,6.5,7.9,9.7,12.2,16.3,33.8,4.3,9.2,14.4,21.9,50.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
United States,US,USA,2016,323016000,High income,27065,20588,41.1,Luxembourg Income Study,1.79,3.44,4.57,5.72,6.93,8.32,10.05,12.45,16.25,30.46,5.24,10.29,15.26,22.5,46.71,0.57,19.56,New 2019,High,Americas,United States dollar,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2016,3424139,High income,210256,158930,39.6,Luxembourg Income Study,2.34,3.65,4.74,5.79,6.92,8.29,9.99,12.26,16.15,29.88,5.99,10.52,15.21,22.25,46.03,0.96,18.96,New 2019,High,Americas,Uruguayan peso,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2016,3424139,High income,,,39.1,United Nations,2.4,3.7,4.8,5.8,7,8.4,10,12.3,16.1,29.5,6.1,10.6,15.4,22.3,45.6,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2016,3424139,High income,,,39.2,United Nations,2.4,3.6,4.7,5.8,7.1,8.3,10,12.3,16.1,29.5,6,10.5,15.4,22.3,45.6,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Canada,CA,CAN,2016,36289822,High income,50600,45300,30.6,National statistical authority,2.7,4.7,6,7.2,8.3,9.6,10.9,12.5,15,23.1,7.4,13.2,17.9,23.4,38.1,,,New 2018,High,Americas,Canadian dollar 2016,Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,0.754489418
